Item ID,Barcode,Title,Author,Genre
16534348,37365002653081,The girl in the spider's web,"Lagercrantz, David",Thriller
17956237,37365002761165,The girl who takes an eye for an eye,"Lagercrantz, David.",Thriller
19244000,37365002879231,The girl who lived twice,"Lagercrantz, David",Thriller
21689366,37365003066556,The girl in the eagle's talons,"Smirnoff, Karin 1964-",Thriller
18997262,37365002858524,Afternoon of a faun : a novel,"Lasdun, James",Literary Fiction
16590571,37365002653701,Guaranteed heroes,"Lashner, William.",Thriller
19472824,37365002887424,One night gone : a novel,"Laskowski, Tara",Thriller
20609817,37365002966400,The mother next door : a novel,"Laskowski, Tara",Thriller
21883519,37365003120908,The weekend retreat : a novel,"Laskowski, Tara",Thriller
20468410,37365002960346,Dark things I adore,"Lattari, Katie",Thriller
22123782,37365003137506,"Love, lies, and cherry pie : a novel","Lau, Jackie",Romance
18403584,37365002805194,Gale force,"Laukkanen, Owen",Thriller
19063757,37365002863029,Deception Cove,"Laukkanen, Owen",Thriller
19908788,37365003003567,Lone jack trail,"Laukkanen, Owen",Thriller
16319673,37365002640427,The red notebook,"Laurain, Antoine",Literary Fiction
20424548,37365002954208,Provenance,"Laureano, Carla",Christian Fiction
20925908,37365003046962,Something wilder,"Lauren, Christina",Romance
22242308,37365003148743,Tangled up in you,"Lauren, Christina",Romance
19654819,37365002913097,The honey-don't list,"Lauren, Christina",Romance
22186126,37365003139841,The paradise problem,"Lauren, Christina",Romance
20252772,37365002933657,The soulmate equation,"Lauren, Christina",Romance
21576538,37365003057795,The true love experiment,"Lauren, Christina",Romance
19430363,37365002888422,Twice in a blue moon,"Lauren, Christina",Romance
20925805,37365003053240,Girl,"Laurens, Camille",Literary Fiction
19184472,37365002873978,The starter wife,"Laurin, Nina",Thriller
18638106,37365002822983,What my sister knew,"Laurin, Nina",Thriller
22400176,37365003167743,Women's hotel : a novel,"Lavery, Daniel M.",Literary Fiction
21651868,37365003066200,The place where you belong,"Lavo, Nancy",Literary Fiction
19719476,37365002904138,Code name HÃ©lÃ¨ne : a novel,"Lawhon, Ariel",Historical Fiction
18280386,37365002795593,I was Anastasia : a novel,"Lawhon, Ariel",Historical Fiction
21883465,37365003123506,The frozen river : a novel,"Lawhon, Ariel",Historical Fiction
21207412,37365003106105,When we had wings,"Lawhon, Ariel",Historical Fiction
18911908,37365002848376,Don't wake up : a novel,"Lawler, Liz",Thriller
19761081,37365002987653,The colour of things unseen,"Lawrence, Annee",Literary Fiction
22087282,37365003133463,Ellipses : a novel,"Lawrence, Vanessa (Writer)",Literary Fiction
20855321,37365003030099,Redemption : a novel,"Lawson, Michael 1948-",Thriller
15074322,37365002555526,Then we take Berlin,"Lawton, John 1949-",Thriller
20799733,37365003045600,Salka Valka,HalldÃ³r Laxness 1902-1998,Literary Fiction
22367553,37365003162736,Once more from the top : a novel,"Layden, Emily 1989-",Literary Fiction
21845448,37365003120106,Emergency contact,"Layne, Lauren",Romance
20715681,37365002976060,Made in Manhattan,"Layne, Lauren",Romance
22283675,37365003158056,Miranda in retrograde,"Layne, Lauren",Romance
20390502,37365002944449,"To sir, with love","Layne, Lauren",Romance
21059696,37365003099730,Manmade constellations,"Lazzara, Misha",Literary Fiction
21358580,37365003110495,Exes and o's,"Lea, Amy",Romance
20953308,37365003046251,Set on you,"Lea, Amy",Romance
22026502,37365003127945,The catch,"Lea, Amy",Romance
19327933,37365002880601,The glass woman : a novel,"Lea, Caroline",Historical Fiction
20425571,37365002949067,The lost and found necklace : [a novel],"Leaman, Louisa",Literary Fiction
20925909,37365003049784,The foundling : a novel,"Leary, Ann",Historical Fiction
19908844,37365002999906,With or without you,"Leavitt, Caroline",Literary Fiction
21534569,37365003039272,Sunsetter : a novel,"LeBlanc, Curtis",Literary Fiction
17956156,37365002760944,A legacy of spies : a novel,"Le CarrÃ©, John 1931-2020",Thriller
19341802,37365002884009,Agent running in the field,"Le CarrÃ©, John 1931-2020",Thriller
20550936,37365002959421,Silverview,"Le CarrÃ©, John 1931-2020",Thriller
20183311,37365002922064,The girl from the Channel Islands: a novel,"Lecoat, Jenny",Historical Fiction
21054478,37365003105206,Worth a fortune,"Ledel, Sam",Western
20782632,37365003021007,Beach wedding : a novel,"Ledwidge, Michael",Thriller
20197194,37365002924151,Run for cover : a novel,"Ledwidge, Michael",Thriller
19655175,37365002919714,Stop at nothing : a novel,"Ledwidge, Michael",Thriller
22474876,37365003175688,Sister snake : a novel,"Lee Koe, Amanda 1987-",Literary Fiction
22021615,37365003132218,Jaded,"Lee, Ela 1995-",Thriller
18755952,37365002833626,To kill a mockingbird,"Lee, Harper.",Literary Fiction
2540756,37365002734287,To kill a mockingbird,"Lee, Harper.",Literary Fiction
21543480,37365003057324,Pomegranate : a novel,"Lee, Helen Elaine",Literary Fiction
22262703,37365003156183,That prince is mine : a novel,"Lee, Jayci",Romance
20267517,37365002940033,The great mistake,"Lee, Jonathan 1981-",Historical Fiction
22048016,37365003129065,"Hannah Tate, beyond repair","Lee, Laura Piper",Literary Fiction
15752347,37365002600827,The legend of Sheba : rise of a queen : a novel,"Lee, Tosca",Christian Fiction
21174097,37365003092602,Broken summer : a novel,"Yi, ChÅng-myÅng (Novelist)",Thriller
16548986,37365002657280,Go set a watchman : a novel,"Lee, Harper",Literary Fiction
22178490,37365003139817,Not how I pictured it,"Lefler, Robin",Romance
21885952,37365003076753,Reasonable adults,"Lefler, Robin",Romance
20424896,37365002950453,Songbirds : a novel,"Lefteri, Christy 1980-",Literary Fiction
21641574,37365003059171,The beekeeper of Aleppo : a novel,"Lefteri, Christy 1980-",Literary Fiction
20270834,37365002931933,The Paris labyrinth : a novel,"Legardinier, Gilles 1965-",Mystery
3421080,37365002084782,Mystic river,"Lehane, Dennis.",Mystery
1050260,37365004233536,Shutter Island,"Lehane, Dennis.",Thriller
1957292,37365004274183,The given day : [a novel],"Lehane, Dennis.",Historical Fiction
17669527,37365002737082,Since we fell,"Lehane, Dennis",Thriller
21460787,37365003038373,Small mercies : a novel,"Lehane, Dennis",Thriller
3398883,37365002675464,A drink before the war,"Lehane, Dennis.",Mystery
14191299,37365004280313,Live by night,"Lehane, Dennis.",Historical Fiction
1976835,37365004277566,Moonlight mile,"Lehane, Dennis.",Mystery
15714278,37365002600389,The drop,"Lehane, Dennis.",Mystery
14396035,37365004280537,Boston noir 2 : the classics,,Mystery
21721475,37365003066523,Terrace story : a novel,"Leichter, Hilary",Literary Fiction
22107404,37365003134305,Play dirty,"Leigh, Lora",Romance
19654908,37365002904872,Cross her heart,"Leigh, Melinda",Thriller
21474914,37365003116674,In Isabeau's eyes,"Leigh, Lora",Romance
19908780,37365002996647,Luster,"Leilani, Raven",Literary Fiction
21598549,37365003042011,The time has come : a novel,"Leitch, Will",Literary Fiction
19981871,37365003002502,The search party,"Lelic, Simon",Thriller
16493289,37365002654485,The great swindle,"LemaÃ®tre, Pierre 1951-",Historical Fiction
19972121,37365003002825,Fifty words for rain : a novel,"Lemmie, Asha",Historical Fiction
19760994,37365002917130,The Margot affair : a novel,"Lemoine, SanaÃ«",Literary Fiction
19719431,37365002907743,The moment of tenderness,"L'Engle, Madeleine",Literary Fiction
19959720,37365003004276,The secret of you and me : a novel,"Lenhardt, Melissa",Romance
21651597,37365003068792,It happened one fight,"Lenker, Maureen Lee",Romance
17669496,37365002736449,Before we sleep : a novel,"Lent, Jeffrey.",Historical Fiction
4133681,37365004252684,The hot kid : a novel,"Leonard, Elmore 1925-2013",Mystery
3694015,37365004271825,Up in Honey's room,"Leonard, Elmore 1925-2013",Mystery
1221772,37365002757254,Touch,"Leonard, Elmore 1925-2013",Mystery
22022177,37365003143827,Flirty little secret,"Lepe, Jessica 1988-",Romance
22400166,37365003172545,Shred sisters : a novel,"Lerner, Betsy",Literary Fiction
116636,37365001245855,The 13th juror : a novel,"Lescroart, John T.",Thriller
2358995,37365004231977,The first law,"Lescroart, John T.",Thriller
390031,37365004247924,The motive,"Lescroart, John T.",Thriller
1557488,37365004277814,Damage,"Lescroart, John T.",Thriller
20582585,37365003029950,The missing piece : a novel,"Lescroart, John T.",Thriller
18854954,37365002845224,The rule of law : a novel,"Lescroart, John T.",Thriller
22072325,37365003136771,Land marks : a novel,"Lesert, Maryann",Literary Fiction
21689361,37365003066325,Fadeaway Joe : a novel,"Lessig, Hugh",Mystery
19909483,37365002997827,The Paris secret,"Lester, Natasha 1973-",Historical Fiction
20665108,37365002973059,The anomaly,"Le Tellier, HervÃ© 1957-",Sci Fi
21689476,37365003068610,My roommate is a vampire,"Levine, Jenna",Romance
20535324,37365002962771,Immediate family,"Levy, Ashley Nelson 1985-",Literary Fiction
21651976,37365003065798,August blue,"Levy, Deborah",Literary Fiction
19341773,37365002883258,The man who saw everything,"Levy, Deborah",Literary Fiction
20360150,37365002942492,The Cape doctor : a novel,"Levy, E. J. (Ellen J.)",Historical Fiction
21603157,37365003042706,Vista Chinesa,"Levy, Tatiana Salem 1979-",Literary Fiction
20782633,37365003021544,A mountain of evidence,"Lewis, Amy O.",Mystery
16963756,37365002687733,The atonement,"Lewis, Beverly 1949-",Christian Fiction
14203211,37365002505273,The bridesmaid,"Lewis, Beverly 1949-",Christian Fiction
17644712,37365002732802,The ebb tide,"Lewis, Beverly 1949-",Christian Fiction
21745407,37365003070152,The heirloom,"Lewis, Beverly 1949-",Christian Fiction
15541095,37365002585168,Child of mine,"Lewis, David (David Gerald)",Thriller
20360138,37365002944258,The essence of Nathan Biddle : a novel,"Lewis, James William.",Literary Fiction
18675192,37365002828030,When the men were gone : a novel,"Lewis, Marjorie Herrera",Historical Fiction
21433056,37365003115874,Della and Darby : a novel of sisters,"Lewis, Susannah B. 1981-",Literary Fiction
20855279,37365003028895,Portrait of a thief : a novel,"Li, Grace D.",Thriller
21181849,37365003093774,The book of goose,"Li, Yiyun 1972-",Literary Fiction
21745282,37365003069394,Wednesday's child : stories,"Li, Yiyun 1972-",Literary Fiction
20782650,37365003021577,Think of me,"Liardet, Frances",Historical Fiction
18911982,37365002849648,We must be brave: a novel,"Liardet, Frances",Historical Fiction
21021583,37365003051657,Four ways to wear a dress,"Libby, Gillian",Romance
21348613,37365003111394,The snow hare,"Lichtarowicz, Paula",Historical Fiction
21156637,37365003095092,Hester : a novel,"Lico Albanese, Laurie 1959-",Historical Fiction
19830887,37365002916801,Perfectly famous,"Liebert, Emily",Thriller
21883473,37365003121930,The Bridesman,"Liebrecht, Savyon 1948-",Literary Fiction
21845223,37365003076191,Better hate than never,"Liese, Chloe",Romance
22522169,37365003181488,"Once smitten, twice shy","Liese, Chloe",Romance
21249150,37365003104183,Two wrongs make a right,"Liese, Chloe",Romance
19532077,37365002895963,The colonel's wife : a novel,"Liksom, Rosa",Historical Fiction
21864759,37365003075722,Blood sisters,"Lillie, Vanessa",Thriller
19452682,37365002886236,Little voices : a thriller,"Lillie, Vanessa",Thriller
19997380,37365002998916,For the best : a thriller,"Lillie, Vanessa.",Thriller
22283893,37365003153602,Fog & Car,"Lim, Eugene",Literary Fiction
22123753,37365003140229,Akmaral,"Lindbergh, Judith",Historical Fiction
22072748,37365003136623,Negative space : a novel,"Linden, Gillian",Literary Fiction
22437726,37365003169640,Never forgotten : a novel,"Linder, Hannah",Christian Fiction
19527058,37365002898249,Just watch me : a novel,"Lindsay, Jeffry P.",Thriller
19863801,37365002995391,Some go home : a novel,"Lindsey, Odie",Literary Fiction
21519151,37365003038662,You are here : a novel,"Lin-Greenberg, Karin",Literary Fiction
20422290,37365002948473,Rachel to the rescue,"Lipman, Elinor",Literary Fiction
17545329,37365002723645,On Turpentine Lane,"Lipman, Elinor.",Literary Fiction
14702041,37365002528952,The view from penthouse B,"Lipman, Elinor.",Literary Fiction
15288613,37365002571846,After I'm gone,"Lippman, Laura 1959-",Mystery
14167827,37365002501959,And when she was good,"Lippman, Laura 1959-",Thriller
20284324,37365002941551,Dream girl : a novel,"Lippman, Laura 1959-",Thriller
1978519,37365002406761,I'd know you anywhere,"Lippman, Laura 1959-",Thriller
19211449,37365002876187,Lady in the lake : a novel,"Lippman, Laura 1959-",Mystery
21651954,37365003064494,Prom mom : a novel,"Lippman, Laura 1959-",Mystery
20762178,37365002978488,Seasonal work : stories,"Lippman, Laura 1959-",Mystery
4044376,37365004230953,The last place,"Lippman, Laura 1959-",Mystery
4045035,37365002248312,What the dead know,"Lippman, Laura 1959-",Mystery
21296317,37365003105081,Lech,"Lippmann, Sara",Literary Fiction
22522221,37365003184797,Something rotten,"Lipstein, Andrew 1988-",Literary Fiction
21292711,37365003112947,No one left to come looking for you : a novel,"Lipsyte, Sam 1968-",Literary Fiction
20550777,37365002969354,The war for Gloria,"Lish, Atticus",Literary Fiction
21710698,37365003067232,A perfect pairing,"Lister, Sheryl",Romance
21162926,37365003091026,A table for two,"Lister, Sheryl",Romance
21978283,37365003121526,No reservations,"Lister, Sheryl",Romance
19585662,37365002901050,Pretty as a picture : a novel,"Little, Elizabeth 1981-",Mystery
20105664,37365003015397,The Chanel sisters : a novel,"Little, Judithe",Historical Fiction
21845465,37365003076688,Amazing Grace Adams,"Littlewood, Fran",Literary Fiction
19829588,37365002917064,Glorious boy : a novel,"Liu, Aimee",Historical Fiction
19908749,37365003003260,The boy in the field : a novel,"Livesey, Margot",Literary Fiction
21986736,37365003125428,The road from Belhaven,"Livesey, Margot",Literary Fiction
20855288,37365003032145,A woman of endurance : a novel,"Llanos-Figueroa, Dahlma",Historical Fiction
21369110,37365003056599,Paris requiem,"Lloyd, Chris 1958-",Mystery
20855257,37365003026923,The Club : a novel,"Lloyd, Ellery",Thriller
18320661,37365002797862,My name is Venus Black : a novel,"Lloyd, Heather 1964-",Literary Fiction
20925925,37365003048125,Friend of the devil,"Lloyd, Stephen (Television writer and producer)",Thriller
21933194,37365003120163,All the little bird-hearts,"Lloyd-Barlow, Viktoria 1974-",Literary Fiction
21054474,37365003092123,Voices in the dead house,"Lock, Norman 1950-",Literary Fiction
21318018,37365003106873,The sweet spot,"Locke, Adriana",Romance
21651957,37365003065103,Trinity : a novel,"Lockhart, Zelda",Literary Fiction
22087293,37365003135807,Honey : a novel,"Lodato, Victor",Literary Fiction
21689464,37365003063785,A killer in the family : a novel,"Lodge, Gytha",Mystery
20371530,37365002941742,Lie beside me : a novel,"Lodge, Gytha",Mystery
21029411,37365003055369,Little sister : a novel,"Lodge, Gytha",Mystery
18854966,37365002843104,She lies in wait : a novel,"Lodge, Gytha",Mystery
19610134,37365002901035,Watching from the dark : a novel,"Lodge, Gytha",Mystery
20102798,37365003014259,"Hades, Argentina","Loedel, Daniel",Literary Fiction
21402535,37365003117763,The last Russian doll,"Loesch, Kristen",Historical Fiction
21209608,37365003101726,Halloween ends : the official movie novelization,"Logan, Paul Brad",Horror
19319004,37365002879462,29 seconds,"Logan, T. M.",Thriller
18651489,37365002822637,Lies,"Logan, T. M.",Thriller
19863772,37365002994303,The vacation : a novel,"Logan, T. M.",Thriller
22400155,37365003172362,The love elixir of Augusta Stern : a novel,"Loigman, Lynda Cohen",Historical Fiction
21249122,37365003102534,The matchmaker's gift,"Loigman, Lynda Cohen",Historical Fiction
18854939,37365002844706,The wartime sisters,"Loigman, Lynda Cohen",Historical Fiction
22232429,37365003145244,Same as it ever was,"Lombardo, Claire 1988-",Literary Fiction
19182746,37365002873010,The most fun we ever had,"Lombardo, Claire 1988-",Literary Fiction
22157274,37365003144080,"Nice work, Nora November","London, Julia",Romance
21292824,37365003106683,Pets of Park Avenue,"London, Stefanie",Romance
22522046,37365003181785,The beast takes a bride : the palace of rogues,"Long, Julie Anne (Romance author)",Romance
16555532,37365002659302,The Amish Christmas sleigh,,Christian Fiction
20425536,37365002949364,No more words : a novel,"Lonsdale, Kerry",Literary Fiction
19957753,37365002997447,Side trip : a novel,"Lonsdale, Kerry",Thriller
21185137,37365003094160,After hours on Milagro Street,"Lopez, Angelina M.",Romance
22462174,37365003168204,The break-up pact : a novel,"Lord, Emma",Romance
21054412,37365003094129,For you & no one else,"Loren, Roni",Romance
20206277,37365002924912,Yes & I love you,"Loren, Roni",Romance
20514831,37365002958977,What if you & me,"Loren, Roni",Romance
22232453,37365003146655,Old king : a novel,"Loskutoff, Maxim",Literary Fiction
19972132,37365003003765,Ruthie fear : a novel,"Loskutoff, Maxim",Literary Fiction
21586997,37365003043423,Slow brewing tea,"Loubier, Randy",Christian Fiction
21292810,37365003106964,The key to my heart : a novel,"Louis, Lia",Romance
22066469,37365003130980,Change : a novel,"Louis, Ã‰douard",Literary Fiction
20087287,37365003018722,Bloodline,"Lourey, Jess 1970-",Thriller
20649394,37365002970683,Litani,"Lourey, Jess 1970-",Horror
20348969,37365002938540,The Kew Gardens girls,"Lovell, Posy 1973-",Historical Fiction
20855235,37365003033457,The Kew Gardens girls at war,"Lovell, Posy 1973-",Historical Fiction
20962056,37365003050352,Can't look away,"Lovering, Carola",Thriller
18485660,37365002814030,Tell me lies : a novel,"Lovering, Carola",Thriller
20166335,37365002921595,Too good to be true,"Lovering, Carola",Thriller
22387891,37365003164773,Perfectly wicked : a novel,"Lovise, Lindsay",Romance
21939660,37365003124439,Never blow a kiss,"Lovise, Lindsay",Romance
22348438,37365003161134,Lowcountry lost : a novel,"Lowe, T. I. (Tonya)",Christian Fiction
20308323,37365002944076,Under the magnolias,"Lowe, T. I. (Tonya)",Christian Fiction
493556,37365004273714,Blue smoke and murder,"Lowell, Elizabeth 1944-",Thriller
1529771,37365004272187,Innocent as sin,"Lowell, Elizabeth 1944-",Thriller
15252934,37365002568677,Reckless love,"Lowell, Elizabeth 1944-",Romance
21425223,37365003056169,Artfully yours,"Lowell, Joanna",Romance
22178382,37365003139726,Spitting gold : a novel,"Lowkis, Carmella",Fantasy
19928447,37365002994907,The wrong Mr. Darcy,"Lozada, Evelyn",Romance
22072692,37365003137902,The funeral cryer : a novel,"LÃ¼, Wenyan",Literary Fiction
20933937,37365003034497,The last party : a novel,"Lucas, Cassidy",Thriller
20371517,37365002941890,The last goodbye : a novel,"Lucas, Fiona",Romance
21585469,37365003058223,Never forget you,"Lucas, Fiona 1968-",Romance
21460456,37365003116930,Thirst for salt : a novel,"Lucas, Madelaine 1990-",Literary Fiction
20424655,37365002954109,Agatha of Little Neon,"Luchette, Claire 1991-",Literary Fiction
2168962,37365002953549,The Ambler warning,"Ludlum, Robert 1927-2001",Thriller
461182,37365002953531,The Bancroft strategy,"Ludlum, Robert 1927-2001",Thriller
20636301,37365002968950,The Bourne identity,"Ludlum, Robert 1927-2001",Thriller
17699332,37365002749327,Robert Ludlum's the Bourne initiative,"Lustbader, Eric.",Thriller
20390095,37365002952657,Robert Ludlum's The Bourne treachery,"Freeman, Brian 1963-",Thriller
19863805,37365003004920,Robert Ludlum's the Bourne evolution,"Freeman, Brian 1963-",Thriller
21054181,37365003035643,Robert Ludlum's the bourne sacrifice,"Freeman, Brian 1963-",Thriller
4057571,37365002956633,Robert Ludlum's The Hades factor,"Ludlum, Robert 1927-2001",Thriller
14620625,37365004281063,Robert Ludlum's the Utopia experiment,"Mills, Kyle 1966-",Thriller
16493295,37365002661472,Robert Ludlum's The patriot attack,"Mills, Kyle 1966-",Thriller
20855256,37365003029018,The Treadstone transgression,"Hood, Joshua",Thriller
21460764,37365003036955,Robert Ludlum's the Treadstone rendition,"Hood, Joshua",Thriller
17697311,37365002736654,Ginny Moon,"Ludwig, Benjamin 1974-",Literary Fiction
21780418,37365003068875,Letters from my sister : a novel,"Luesse, Valerie Fraser",Christian Fiction
18911939,37365002848756,Lost Children Archive : a novel,"Luiselli, Valeria 1983-",Literary Fiction
18280436,37365002791741,The last watchman of Old Cairo : a novel,"Lukas, Michael David",Historical Fiction
21745198,37365003070087,The darkness surrounds us,"Lukasik, Gail",Thriller
22209912,37365003144171,Tell me who you are,"Luna, Louisa",Thriller
18206298,37365002787186,Two girls down : a novel,"Luna, Louisa.",Thriller
19568540,37365002894669,The Janes,"Luna, Louisa",Thriller
20799656,37365003023383,Hideout,"Luna, Louisa",Thriller
20181544,37365002925638,A question mark is half a heart,"Lundberg, Sofia 1974-",Literary Fiction
18854967,37365002842833,The red address book,"Lundberg, Sofia 1974-",Literary Fiction
20870986,37365003027772,The last wild horses : a novel,"Lunde, Maja",Sci Fi
20025513,37365003010091,Kraft,"LÃ¼scher, Jonas 1976-",Literary Fiction
20904349,37365003029935,Drive,"Lush, Tamara",Romance
17219669,37365002702094,Any minute now,"Lustbader, Eric.",Thriller
19863831,37365002994345,The Nemesis manifesto,"Lustbader, Eric",Thriller
20267482,37365002937369,The kobalt dossier : an Evan Ryder novel,"Lustbader, Eric",Thriller
20925938,37365003052937,Omega rules : an Evan Ryder novel,"Lustbader, Eric",Thriller
21519142,37365003039470,The quantum solution : an Evan Ryder novel,"Lustbader, Eric",Thriller
19327891,37365002880536,The swallows : a novel,"Lutz, Lisa",Thriller
18280448,37365002793408,The Italian party : a novel,"Lynch, Christina",Historical Fiction
21668480,37365003065384,Do tell : a novel,"Lynch, Lindsay 1990-",Historical Fiction
21651987,37365003067018,The forbidden territory of a terrifying woman : a novel,"Lynch, Molly",Sci Fi
21916323,37365003120643,Prophet song,"Lynch, Paul 1977-",Literary Fiction
16193467,37365002627374,"The wedding bees : a novel of honey, love, and manners","Lynch, Sarah-Kate.",Romance
2617348,37365002376212,The book of spies,"Lynds, Gayle",Thriller
22286456,37365003154006,Daughters of Olympus,"Lynn, Hannah",Fantasy
20106442,37365003016890,Consent : a novel,"Lyon, Annabel 1971-",Literary Fiction
21423168,37365003117581,Just one more : a novel of suspense,"Lyon, Annette 1973-",Thriller
20021339,37365003010323,The brilliant life of Eudora Honeysett : a novel,"Lyons, Annie",Literary Fiction
22202037,37365003143801,Man's best friend,"Lytle, Alana B.",Literary Fiction
20050951,37365003011206,Ink,"Maberry, Jonathan",Fantasy
1716732,37365004253039,A good yarn,"Macomber, Debbie.",Romance
60230,37365002185332,Christmas basket,"Macomber, Debbie.",Romance
3682504,37365004263673,Susannah's garden,"Macomber, Debbie.",Romance
2780111,37365004253120,The shop on Blossom Street,"Macomber, Debbie.",Romance
3344425,37365004257386,There's something about Christmas,"Macomber, Debbie.",Romance
22338078,37365003160565,The thirteenth husband,"Macallister, Greer",Historical Fiction
18958637,37365002852857,Woman 99 : a novel,"Macallister, Greer",Historical Fiction
17571195,37365002726283,Girl in disguise,"Macallister, Greer.",Historical Fiction
19654941,37365002903155,Lost autumn,"MacColl, Mary-Rose 1961-",Historical Fiction
3959327,37365002374209,From cradle to grave,"MacDonald, Patricia J.",Thriller
2630570,37365002488413,Missing child,"MacDonald, Patricia J.",Thriller
14737391,37365002532731,Sisters,"MacDonald, Patricia J.",Thriller
18485626,37365002814139,The girl in the woods,"MacDonald, Patricia J.",Thriller
22474807,37365003176785,The champagne letters : a novel,"MacIntosh, Kate (Fiction writer)",Historical Fiction
22087302,37365003137803,"Every time I go on vacation, someone dies : a novel","Mack, Catherine",Mystery
22522215,37365003179839,A serial killer's guide to marriage : a novel,"Mackay, Asia",Thriller
17951227,37365002778128,The wolf trial,"Mackay, Neil 1970-",Historical Fiction
22522275,37365003181660,Work in progress : a novel,"Mackenzie, Kat",Romance
21993253,37365003124116,Picasso's lovers,"Mackin, Jeanne",Historical Fiction
22087294,37365003134925,A game of lies,"Mackintosh, Clare",Thriller
20307519,37365002937039,Hostage : a novel,"Mackintosh, Clare",Thriller
17016431,37365002692790,I let you go,"Mackintosh, Clare",Thriller
18280362,37365002791543,Let me lie,"Mackintosh, Clare",Thriller
21251284,37365003103342,The last party,"Mackintosh, Clare",Mystery
17607177,37365002729527,I see you,"Mackintosh, Clare.",Thriller
19771592,37365002917114,Blue ticket : a novel,"Mackintosh, Sophie",Sci Fi
18854926,37365002843955,The water cure : a novel,"Mackintosh, Sophie",Sci Fi
21652020,37365003061458,The wife app,"Mackler, Carolyn",Literary Fiction
21745429,37365003068800,A storm of infinite beauty : a novel,"MacLean, Julianne",Historical Fiction
54011,37365002932626,A river runs through it,"Maclean, Norman 1902-1990",Literary Fiction
20582614,37365002973711,Tenderness,"MacLeod, Alison 1964-",Historical Fiction
20390168,37365002946766,Closing costs,"MacLeod, Bracken",Horror
18828617,37365002841355,I know you know : a novel,"Macmillan, Gilly",Thriller
20799657,37365003028374,The long weekend : a novel,"Macmillan, Gilly",Thriller
19953532,37365002997926,To tell you the truth : a novel,"Macmillan, Gilly",Thriller
19335966,37365002880288,The nanny : a novel,"Macmillan, Gilly.",Thriller
21166996,37365003091844,Mother daughter traitor spy : a novel,"MacNeal, Susan Elia",Mystery
20835273,37365003024688,Circus of wonders : a novel,"Macneal, Elizabeth 1988-",Historical Fiction
3927549,37365002225054,Christmas letters,"Macomber, Debbie",Romance
1732533,37365002243578,Back on Blossom Street,"Macomber, Debbie.",Romance
1338373,37365002284911,Twenty wishes,"Macomber, Debbie.",Romance
22400087,37365003167958,A Christmas duet : a novel,"Macomber, Debbie",Romance
19341778,37365002881252,A Mrs. Miracle Christmas : a novel,"Macomber, Debbie",Romance
16846490,37365002680886,A girl's guide to moving on : a novel,"Macomber, Debbie",Romance
19863788,37365002994535,A walk along the beach : a novel,"Macomber, Debbie",Romance
18675095,37365002826737,Alaskan holiday : a novel,"Macomber, Debbie",Romance
18574004,37365002818825,Cottage by the sea : a novel,"Macomber, Debbie",Romance
16547934,37365002658544,Dashing through the snow : a Christmas novel,"Macomber, Debbie",Romance
20550937,37365002965113,Dear Santa : a novel,"Macomber, Debbie",Romance
20390053,37365002945370,It's better this way : a novel,"Macomber, Debbie",Romance
19972083,37365003003302,Jingle all the way : a novel,"Macomber, Debbie",Romance
16080082,37365002621419,Last one home : a novel,"Macomber, Debbie",Romance
21651965,37365003061391,Must love flowers : a novel,"Macomber, Debbie",Romance
16439741,37365002645517,Silver linings : a Rose Harbor novel,"Macomber, Debbie",Romance
21207409,37365003096975,The Christmas spirit : a novel,"Macomber, Debbie",Romance
21054139,37365003081092,The best is yet to come : a novel,"Macomber, Debbie",Romance
19211431,37365002876997,Window on the bay : a novel,"Macomber, Debbie",Romance
1434403,37365002430308,A turn in the road,"Macomber, Debbie.",Romance
17455102,37365002717449,Christmas masquerade,"Macomber, Debbie.",Romance
17612822,37365002729758,If not for you : a novel,"Macomber, Debbie.",Romance
15703991,37365002598344,Love Letters : a Rose Harbor novel,"Macomber, Debbie.",Romance
15014467,37365002545246,Rose Harbor in bloom : a novel,"Macomber, Debbie.",Romance
15101621,37365002556748,Starry night : a Christmas novel,"Macomber, Debbie.",Romance
14737334,37365002532186,Starting Now : A Blossom Street Novel,"Macomber, Debbie.",Romance
17266289,37365002703183,Sweet tomorrows : a Rose Harbor novel,"Macomber, Debbie.",Romance
17269543,37365002706350,Twelve days of Christmas : a novel,"Macomber, Debbie.",Romance
18230523,37365002788598,Mrs. : a novel,"Macy, Caitlin",Literary Fiction
21845429,37365003077603,Mine to promise,"Madison, Natasha",Romance
1816551,37365004257360,Son of a witch : a novel,"Maguire, Gregory.",Fantasy
21721479,37365003071911,Walk the darkness down,"Magariel, Daniel",Literary Fiction
20925933,37365003046426,The colony,"Magee, Audrey",Historical Fiction
21651858,37365003064940,Close to home,"Magee, Michael 1990-",Literary Fiction
18005580,37365002773921,Hiddensee : a tale of the once and future Nutcracker,"Maguire, Gregory",Fantasy
21819779,37365003073222,The witch of Maracoor : a novel,"Maguire, Gregory",Fantasy
1246717,37365002929697,Wicked : the life and times of the Wicked Witch of the West : a novel,"Maguire, Gregory",Fantasy
3681243,37365003023102,Confessions of an ugly stepsister,"Maguire, Gregory.",Fantasy
22534587,37365003178914,Wicked : the life and times of the Wicked Witch of the West : a novel,"Maguire, Gregory",Fantasy
21182109,37365003093543,Jacqueline in Paris : a novel,"Mah, Ann",Historical Fiction
